"nct_id","brief_title","condition","intervention_type","intervention"
"NCT05280015","Microbiotherapy in Characterized Depressive Disorder","Depression","Dietary Supplement","microbiotherapy (GynMDD)"
"NCT04589923","The VISION-Acute Study","Hypertension","Device","Lifelight® Data Collect Oxygen Saturation Group"
"NCT01293396","Comparison of Premixed Insulins Aspart 30, Aspart 70 and Aspart on Postprandial Lipids","Type 2 Diabetes","Drug","Insulin Aspart 30"
"NCT00795262","Effects of Quinapril 40 mg With Alpha Lipoic Acid or Placebo on Diabetes and Hypertension","Hypertension","Drug","Quinapril (Accupril) plus Alpha Lipoic Acid"
"NCT04667182","A Study of Glucose Control in Participants With Type 1 and Type 2 Diabetes","Type 2 Diabetes","Device","Fitness Tracker"
"NCT02089438","DPP-4 Inhibition, Incretins and Islet Function","Type 2 Diabetes","Drug","Saxagliptin"
"NCT02197299","Improving Glycaemic Control With L-carnitine","Type 2 Diabetes","Dietary Supplement","L-carnitine"
"NCT00847262","Trial Comparing Metabolic Effects of Telmisartan and Amlodipine on Hypertensive Patients With Obesity and Diabetes","Hypertension","Drug","Amlodipine"
"NCT03966846","Kefir and Metabolic Syndrome","Hypertension","Dietary Supplement","Milk"
"NCT02106325","Ketamine as a Rapidly-Acting Antidepressant in Depressed Emergency Department Patients","Depression","Drug","Diphenhydramine"
"NCT03038451","Efficacy and Safety of S-amlodipine 2,5 mg and 5 mg in Hypertension Patients","Hypertension","Drug","S-NOR (s-amlodipine) 2,5 mg & 5 mg tablet"
"NCT01625416","Trauma Survivors Outcomes and Support Study IV","Depression","Behavioral","Stepped Care Management"
"NCT04388215","Clinical Study to Evaluate the Efficacy and Safety of CKD-348(CKD-828, D326, D337) Tablet","Hypertension","Drug","D013(placebo)"
"NCT01900470","Effectiveness of Patient-centered Community Health Worker Support to Help Patients Control Chronic Disease","Hypertension","Behavioral","CHW Goal Support"
"NCT04128644","Thoughts and Health - Preventing Depression in Adolescents","Depression","Behavioral","Thoughts & health"
"NCT02064764","Renal Nerve Denervation in Patients With Hypertension and Paroxysmal and Persistent Atrial Fibrillation","Hypertension","Device","Arctic Front Advance™ Cardiac Cryoablation System"
"NCT00387348","Escitalopram in Treating Depression in Patients With Advanced Lung or Gastrointestinal Cancer","Depression","Drug","escitalopram oxalate"
"NCT01534377","Interpersonal Psychotherapy for Adolescent Girls","Depression","Behavioral","Enhanced Care"
"NCT01428791","Reducing Disparities in Late Life Depression and Metabolic Syndrome","Hypertension","Behavioral","BRIGHTEN Heart Virtual Team intervention"
"NCT02981381","Synchronized Transcranial Magnetic Stimulation for PTSD","Depression","Device","SHAM"
"NCT01180205","Telmisartan, Amlodipine and Flow Mediated Dilation","Hypertension","Drug","Olmesartan medoxomil"
"NCT04823442","Activation of Brown Adipose Tissue Metabolism Using Mirabegron","Type 2 Diabetes","Drug","Bisoprolol Fumarate"
"NCT00383929","Antihypertensive Efficacy and Safety of Candesartan/HCT 32/12.5 and 32/25 mg in Comparison With Candesartan 32 mg","Hypertension","Drug","Candesartan cilexetil"
"NCT02976506","Unsupervised Physical Activity in Elderly","Hypertension","Behavioral","Unsupervised exercise program"
"NCT02889510","Study to Assess the Efficacy of Liraglutide in Patients With Type 2 Diabetes Mellitus","Type 2 Diabetes","Drug","liraglutide"
"NCT05333627","Internet-delivered Cognitive Behaviour Therapy for Post-Secondary Students: Preference Trial for Various Course Durations","Depression","Behavioral","Wellbeing Course (8 weeks)"
"NCT03985267","A New Mindfulness Intervention Called Mindfulness Based Swinging Technique (MBST) for Women With Breast Cancer","Depression","Behavioral","Mindfulness based Swinging Effect Intervention"
"NCT00350038","Irbesartan, Ciprofibrate and Their Combination Onto the Endothelial Functions","Hypertension","Drug","Irbesartan"
"NCT00108459","Low Carbohydrate Diet Compared to Calorie and Fat Restricted Diet in Patients With Obesity and Type II Diabetes","Type 2 Diabetes","Behavioral","Low Carbohydrate Diet"
"NCT00150631","Danish Hypertension Prevention Project - DHYPP","Hypertension","Drug","Candesartan"
"NCT01309945","Efficacy and Safety of Flexibly Dosed BMS-820836 in the Treatment of Patients With Treatment Resistant Major Depression","Depression","Drug","BMS-820836"
"NCT00237588","Glucose Optimisation With Angiotensin II Antagonist Losartan (GOAAL)","Hypertension","Drug","Amlodipine 10 mg or Losartan 100 mg + Amlodipine 5 mg"
"NCT02702154","High-frequency vs. Low-frequency vs. Sham DMPFC-rTMS for Major Depression","Depression","Device","Sham rTMS"
"NCT01996449","The Role of Aldosterone on Augmented Exercise Pressor Reflex in Hypertension","Hypertension","Drug","Eplerenone"
"NCT05416372","Engaging Religious Leaders to Reduce Blood Pressures in Tanzanian Communities","Hypertension","Behavioral","Religious Engagement in Health Intervention"
"NCT05385575","A Study to Evaluate Effects of KN056 in Healthy Participants","Type 2 Diabetes","Drug","KN056 (6.0mg)"
"NCT03973710","Effect of Probiotics on Blood Pressure Management","Hypertension","Dietary Supplement","Placebo controls"
"NCT01644916","""Consultation Liaison and Integrated Care for COPD Patients With Psychiatric Co-Morbidity""","Depression","Procedure","Usual control"
"NCT00142922","Breaking Down Barriers to Diabetes Self-Care","Type 2 Diabetes","Behavioral","Breaking Down Barriers"
"NCT02269072","Testosterone Regulation of the Natriuretic Peptide System","Hypertension","Drug","Placebo"
"NCT04256304","The Effect of The Personalized Patient Engagement Plan on Diabetes Management","Type 2 Diabetes","Behavioral","PHEinAction-Personalized Patient Engagement Plan"
"NCT02811055","Pilot Study of Aprepitant Effect on Aldosterone Secretion in Diabetic Patient (Diabetes Mellitus) With Hypertension Associated With Low Renin","Hypertension","Device","electrocardiogram"
"NCT00080158","Treatment of Adolescent Suicide Attempters (TASA)","Depression","Drug","mirtazapine"
"NCT02813447","Safety of Anti-Depressant for Chronic Obstructive Pulmonary Disease (SAD-COPD)","Depression","Drug","Sertraline"
"NCT01728116","Safety and Efficacy of EndoBarrier in Subjects With Type 2 Diabetes Who Are Obese","Type 2 Diabetes","Procedure","Sham Procedure"
"NCT04947475","Project MATLINK: Development and Evaluation of a Screening, Brief Intervention, & Referral to Treatment (SBIRT) Program for Opioid Dependent Prisoners and Probationers Transitioning to the Community","Depression","Behavioral","SBIRT"
"NCT00119821","Strategies to Reduce Weight Gain in Hypertensive Smokers","Hypertension","Behavioral","Smoking Cessation"
"NCT02811055","Pilot Study of Aprepitant Effect on Aldosterone Secretion in Diabetic Patient (Diabetes Mellitus) With Hypertension Associated With Low Renin","Type 2 Diabetes","Drug","Administration of Aprepitant"
"NCT00850798","The Benefits of Intensive Glycemic Control in Elderly Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","Intensive glycemic control"
"NCT04784494","MST for Parkinson's Disease","Depression","Device","Magnetic Seizure Theapy (MagPro XP MST)"
"NCT02597010","A 2 Week, Crossover Trial of Dietary Nitrate in HTN","Hypertension","Dietary Supplement","Dietary nitrate"
"NCT02575092","The Relationship Between HHcy and Contrast-induced Nephropathy in Hypertensive Patients After Coronary Artery Diagnosis and Treatment","Hypertension","Drug","Placebo"
"NCT01141192","The Effect of Vitamin D Supplementation on Glucose Metabolism in Non-Diabetic African American Adults","Type 2 Diabetes","Dietary Supplement","Inactive comparator"
"NCT02134678","Assessing Change in Short Term Therapy for Depression","Depression","Behavioral","cognitive therapy"
"NCT05320510","Effect of Selenium Supplementation on Glycemic Control in Patients With Type 2 Diabetes or Prediabetes","Type 2 Diabetes","Dietary Supplement","Placebo"
"NCT00326677","Primary Prevention of Major Depression in Later Life","Depression","Behavioral","Problem Solving Therapy"
"NCT04169230","Citalopram and Self Emotional Processing","Depression","Drug","Placebo oral tablet"
"NCT02785614","PK Study of Multi-dose Trazodone Hydrochloride Prolonged-released Tablets in Healthy Chinese","Depression","Drug","trazodone hydrochloride tablet"
"NCT00811889","Trial to Determine the Effects of Bardoxolone Methyl on eGFR in Patients With Type 2 Diabetes and Chronic Kidney Disease","Type 2 Diabetes","Drug","Bardoxolone Methyl (RTA 402)"
"NCT01583881","Denervation of the renAl sympathetIc nerveS in hearT Failure With nOrmal Lv Ejection Fraction","Hypertension","Procedure","renal denervation"
"NCT00738023","Free Fatty Acid-Induced Hypertension in Obese Subjects With Type 2 Diabetes","Type 2 Diabetes","Drug","Intralipid 20%"
"NCT04652362","A Single-session Growth Mindset Intervention for Children and Young People With Mental Health Difficulties","Depression","Behavioral","Supportive Therapy Online Single-Session Intervention (Control)"
"NCT01834131","Hypertension Control Program in Argentina (HCPIA)","Hypertension","Behavioral","Comprehensive Intervention"
"NCT03917550","RECOVERY: A Transdiagnostic Intervention for Anxiety and Depression","Depression","Behavioral","Transdiagnostic"
"NCT01040468","Surgery Or Lifestyle Intervention for Type 2 Diabetes (SOLID)","Type 2 Diabetes","Procedure","Roux-en-Y Gastric Bypass surgery"
"NCT00530946","A Randomized Study To Evaluate Efficacy And Safety Of A Fixed Combination Therapy Of Amlodipine And Atorvastatin","Hypertension","Drug","Amlodipine 5mg/Atorvastatin 5mg"
"NCT03457168","Treatment of Hypertension During Sleep","Hypertension","Procedure","Treatment of elevated asleep SBP mean"
"NCT02327039","The Effects of Dapagliflozin on HDL Particles Subtypes and Reverse Cholesterol Transport in Type 2 Diabetic Patients","Type 2 Diabetes","Drug","Placebo"
"NCT04481373","Targeting HIV Retention and Improved Viral Load Through Engagement ('THRIVE')","Depression","Behavioral","THRIVE"
"NCT00057590","Outreach and Treatment for Depression in the Labor Force","Depression","Behavioral","Care manager outreach and monitoring"
"NCT05098470","Effects of Modulators of Gluconeogenesis, Glycogenolysis and Glucokinase Activity","Type 2 Diabetes","Drug","Metformin"
"NCT00845130","Quantitative in Vivo Biomarkers of Oxidative Stress in Diabetes","Type 2 Diabetes","Biological","ascorbic acid (Vitamin C)"
"NCT00744237","Study of the Glycemic Effects of Nebivolol Compared With Metoprolol and HCTZ in Diabetic Hypertensive Patients","Hypertension","Drug","HCTZ"
"NCT05106361","MOSAIC (MOthers' AdvocateS In the Community) for Pregnant Women and Mothers of Children Under 5 With Experience of Intimate Partner Violence","Depression","Behavioral","MOSAIC Plus"
"NCT01085682","Application and Effectiveness Analysis of Internet-based Diabetes Prevention Program","Type 2 Diabetes","Behavioral","Standard care"
"NCT03457714","Guided Internet Delivered Cognitive-Behaviour Therapy for Persons With Spinal Cord Injury: A Feasibility Trial","Depression","Behavioral","Guided ICBT for persons with Spinal Cord Injury"
"NCT04343703","Suicide Prevention and Intervention in Spain: the SURVIVE Study","Depression","Behavioral","iFightDepression for Suicide"
"NCT01621815","Variance of Video Games Playing Patterns Among Adolescents With Psychiatric Disorders","Depression","Behavioral","Video Game"
"NCT02620163","Efficacy & Safety Study of YH22162 vs Telmisartan/Amlodipine in Patients With Hypertension Inappropriately Controlled on Telmisartan/Amlodipine Treatment","Hypertension","Drug","telmisartan/amlodipine 80/5mg placebo"
"NCT02227589","Treatment for Teens With Alcohol Abuse and Depression","Depression","Behavioral","CBT-D"
"NCT00274105","SAFE-CRP: Structural Alterations and Function of Endothelium in Cardiovascular Risk Patients","Hypertension","Drug","telmisartan"
"NCT01146314","A Family Based Intervention to Reduce the Risk of Type 2 Diabetes in Children","Type 2 Diabetes","Behavioral","Family Focused Lifestyle Intervention"
"NCT00130416","Improving Chronic Disease Care With PatientSite","Depression","Behavioral","E-mail coaching to improve patient communication with doctor"
"NCT01339390","MOVE OUT: A Partnership With Veterans Groups to Enhance Weight Management in the Veterans Health Administration (VHA)","Hypertension","Behavioral","MOVE OUT"
"NCT01232946","Cooperation of Insulin and GLP-1 on Myocardial Glucose Uptake","Type 2 Diabetes","Drug","insulin detemir"
"NCT04517006","Prosocial Behavior Can Safeguard Mental Health and Foster Emotional Well-being During the COVID-19 Pandemic","Depression","Behavioral","Self-focused acts"
"NCT02057172","Glycaemic Control of Weekly LAPS-Exendin Versus Placebo in Subjects of Type 2 Diabetes","Type 2 Diabetes","Drug","liraglutide"
"NCT00021528","Sequenced Treatment Alternatives to Relieve Depression (STAR*D)","Depression","Behavioral","Cognitive Therapy"
"NCT01166165","Effect of Vitamin D Replacement During Winter Months in Patients With Hypertension","Hypertension","Drug","Cholecalciferol"
"NCT02374567","Pharmacovigilance in Gerontopsychiatric Patients","Depression","Drug","Quetiapine"
"NCT00651287","A Study to Evaluate the Efficacy and Safety of Quinapril or Quinapril Plus Hydrochlorothiazide in Patients With Mild to Moderate Hypertension","Hypertension","Drug","quinapril 40 mg"
"NCT02960659","Title: Therapeutic Targets in African-American Youth With Type 2 Diabetes","Type 2 Diabetes","Drug","Metformin and Liraglutide"
"NCT04279028","Testing Different Modes of Cognitive Behavior Therapy","Depression","Behavioral","Adapted CBT"
"NCT01176032","ALiskiren or Losartan Effects on bioMARKers of Myocardial Remodeling","Hypertension","Drug","Losartan"
"NCT03995186","Effects of Behavioural Activation on Emotional Cognition and Mood","Depression","Behavioral","Behavioural activation"
"NCT04437485","eIMPACT-DM Pilot Trial: Depression Treatment to Reduce Diabetes Risk","Depression","Behavioral","Problem Solving Treatment in Primary Care (PST-PC)"
"NCT05073068","Acute Timed Exercise and 24h Metabolism","Type 2 Diabetes","Behavioral","Timing of exercise"
"NCT04659577","Attitudes of Professionals and the General Public in Israel Regarding ICBT","Depression","Behavioral","ICBT for panic and depression"
