"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description"
"NCT00002571","Lymphoma","Drug","leucovorin calcium","Completed","United States","SWOG-9320 Combination Chemotherapy, Radiation Therapy, and Antiviral Therapy in Treating Patients With AIDS-Related Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Antiviral therapy may be effective treatment for AIDS-related lymphoma.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, radiation therapy, and antiviral therapy in treating patients who have AIDS-related lymphoma."
"NCT00002571","Lymphoma","Drug","methotrexate","Completed","United States","SWOG-9320 Combination Chemotherapy, Radiation Therapy, and Antiviral Therapy in Treating Patients With AIDS-Related Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Antiviral therapy may be effective treatment for AIDS-related lymphoma.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, radiation therapy, and antiviral therapy in treating patients who have AIDS-related lymphoma."
"NCT00002571","Lymphoma","Drug","prednisone","Completed","United States","SWOG-9320 Combination Chemotherapy, Radiation Therapy, and Antiviral Therapy in Treating Patients With AIDS-Related Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Antiviral therapy may be effective treatment for AIDS-related lymphoma.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, radiation therapy, and antiviral therapy in treating patients who have AIDS-related lymphoma."
"NCT00002571","Lymphoma","Drug","trimethoprim-sulfamethoxazole","Completed","United States","SWOG-9320 Combination Chemotherapy, Radiation Therapy, and Antiviral Therapy in Treating Patients With AIDS-Related Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Antiviral therapy may be effective treatment for AIDS-related lymphoma.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, radiation therapy, and antiviral therapy in treating patients who have AIDS-related lymphoma."
"NCT00002571","Lymphoma","Drug","vincristine sulfate","Completed","United States","SWOG-9320 Combination Chemotherapy, Radiation Therapy, and Antiviral Therapy in Treating Patients With AIDS-Related Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Radiation therapy uses high-energy x-rays to damage cancer cells. Antiviral therapy may be effective treatment for AIDS-related lymphoma.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy, radiation therapy, and antiviral therapy in treating patients who have AIDS-related lymphoma."
"NCT00002586","Lung Cancer","Drug","13-cis retinoic acid","Completed","United States","13-Cis Retinoic Acid With or Without Vitamin E for Prevention of Lung Cancer","RATIONALE: 13 Cis retinoic acid may prevent the development of cancer cells.

PURPOSE: Randomized double-blinded phase II trial to study the effectiveness of 13-cis retinoic acid with or without vitamin E for chemoprevention or observation of cancer in persons at high risk of developing lung cancer."
"NCT00002590","Lymphoma","Drug","cyclophosphamide","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","cytarabine","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","daunorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","doxorubicin hydrochloride","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","etoposide","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","leucovorin calcium","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","methotrexate","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
"NCT00002590","Lymphoma","Drug","pegaspargase","Completed","United States","Combination Chemotherapy in Treating Children With Lymphoma","RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Phase II trial to study the effectiveness of combination chemotherapy in treating children who have lymphoma."
